id|drop_mesh1|icon|durability|weight|material|crystallizable|stackable|family|grade
35696|branch3.g_christmas_tree_bead_m00|BranchSys3.icon.g_christmas_tree_bead|-1|0|53|0|2|0|0
35697|branch3.g_christmas_tree_band_m00|BranchSys3.icon.g_christmas_tree_band|-1|0|17|0|2|0|0
35698|branch3.g_christmas_tree_ribbon_m00|BranchSys3.icon.g_christmas_tree_ribbon|-1|0|17|0|2|0|0
35699|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
35700|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
35701|dropitems.drop_x_mas_gift_m00|icon.xmas_present_i00|-1|0|0|0|2|0|0
35702|dropitems.drop_sack_m00|icon.etc_torch_on_i00|-1|0|23|0|0|0|0
35703|dropitems.drop_sack_m00|icon.etc_torch_on_i00|-1|0|19|0|2|0|0
35704|dropitems.drop_sack_m00|icon.etc_pouch_gold_i00|-1|0|0|0|2|0|0
35705|dropitems.drop_sack_m00|icon.etc_echo_crystal_i03|-1|10|18|0|2|0|0
35706|dropitems.drop_sack_m00|icon.etc_echo_crystal_i04|-1|10|18|0|2|0|0
35707|dropitems.drop_sack_m00|icon.etc_echo_crystal_i01|-1|10|18|0|2|0|0
35709|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
35720|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
35721|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
35723|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35724|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35725|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35726|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35727|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35728|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35729|dropitems.drop_sack_m00|icon.etc_fire_stone_i00|-1|1|18|0|2|25|0
35730|dropitems.drop_sack_m00|icon.etc_water_stone_i00|-1|1|18|0|2|25|0
35731|dropitems.drop_sack_m00|icon.etc_earth_stone_i00|-1|1|18|0|2|25|0
35732|dropitems.drop_sack_m00|icon.etc_wind_stone_i00|-1|1|18|0|2|25|0
35733|dropitems.drop_sack_m00|icon.etc_unholy_stone_i00|-1|1|18|0|2|25|0
35734|dropitems.drop_sack_m00|icon.etc_holy_stone_i00|-1|1|18|0|2|25|0
35735|dropitems.drop_sack_m00|icon.etc_fire_stone_i00|-1|1|18|0|2|25|0
35736|dropitems.drop_sack_m00|icon.etc_water_stone_i00|-1|1|18|0|2|25|0
35737|dropitems.drop_sack_m00|icon.etc_earth_stone_i00|-1|1|18|0|2|25|0
35738|dropitems.drop_sack_m00|icon.etc_wind_stone_i00|-1|1|18|0|2|25|0
35739|dropitems.drop_sack_m00|icon.etc_unholy_stone_i00|-1|1|18|0|2|25|0
35740|dropitems.drop_sack_m00|icon.etc_holy_stone_i00|-1|1|18|0|2|25|0
35741|dropitems.drop_scroll_m00|icon.etc_ev_draco_pk_count_down|-1|10|18|0|2|1|0
35742|dropitems.drop_scroll_m00|icon.etc_ev_draco_karma_down|-1|10|18|0|2|1|0
35743|dropitems.drop_potion_m00|icon.etc_ev_draco_hp_bottle|-1|10|53|0|2|3|0
35744|dropitems.drop_potion_m00|icon.etc_ev_draco_mp_bottle|-1|10|53|0|2|3|0
35745|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|10|0|0|2|0|0
35749|dropitems.drop_sack_m00|icon.change_elemental_crystal|-1|0|0|0|2|0|0
35750|dropitems.drop_scroll_m00|icon.etc_ev_draco_exp_up|-1|0|18|0|2|1|0
35751|dropitems.drop_sack_m00|icon.etc_ev_draco_gift_box|-1|0|0|0|2|0|0
35752|dropitems.drop_scroll_m00|icon.etc_ev_draco_pk_count_down|-1|10|18|0|2|1|0
35753|dropitems.drop_scroll_m00|icon.etc_ev_draco_pk_count_down|-1|10|18|0|2|1|0
35754|dropitems.drop_scroll_m00|icon.etc_ev_draco_pk_count_down|-1|10|18|0|2|1|0
35755|dropitems.drop_scroll_m00|icon.etc_ev_draco_karma_down|-1|10|18|0|2|1|0
35756|dropitems.drop_scroll_m00|icon.etc_ev_draco_karma_down|-1|10|18|0|2|1|0
35757|dropitems.drop_scroll_m00|icon.etc_ev_draco_karma_down|-1|10|18|0|2|1|0
35758|dropitems.drop_scroll_m00|icon.etc_ev_draco_exp_up|-1|0|18|0|2|1|0
35759|dropitems.drop_scroll_m00|icon.etc_ev_draco_exp_up|-1|0|18|0|2|1|0
35760|dropitems.drop_scroll_m00|icon.etc_ev_draco_exp_up|-1|0|18|0|2|1|0
35901|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35902|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35903|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35904|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35905|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35906|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35907|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35908|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35909|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35910|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35911|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35912|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35913|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35914|dropitems.drop_sack_m00|icon.etc_hairacc_pandent_i00|-1|10|8|0|0|0|0
35930|dropitems.drop_potion_m00|icon.etc_potion_gold_i00|-1|10|53|0|2|3|0
35931|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|120|18|0|2|1|0
35932|dropitems.drop_sack_m00|icon.etc_potion_of_energy_i00|-1|0|53|0|2|3|0
35933|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35934|dropitems.drop_scroll_m00|br_cashtex.item.br_cash_rune_of_feather_i00|-1|0|18|0|0|34|0
35935|branch2.br_drop_vitality_m00||-1|0|18|0|0|0|0
35946|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35947|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35948|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35949|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35950|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35951|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35952|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35953|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35954|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35955|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35956|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35957|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35958|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35959|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35960|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35961|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35962|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35963|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35964|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35965|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35966|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35967|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35968|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35969|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35970|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35971|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35972|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35973|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35974|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35975|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35976|dropitems.drop_sack_m00|icon.etc_potion_of_energy_i00|-1|0|53|0|2|3|0
35977|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35979|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|100|0|0|2|0|0
35982|dropitems.drop_sack_m00|icon.etc_pouch_yellow_i00|-1|100|0|0|2|0|0
35983|dropitems.drop_meat_m02||-1|0|18|0|0|0|0
35984|dropitems.drop_warrior_set_m00|icon.etc_warrior_set_i00|-1|0|18|0|0|0|0
35985|dropitems.drop_scroll_m00|br_cashtex.item.br_cash_rune_of_feather_i00|-1|0|18|0|0|34|0
35986|dropitems.drop_scroll_m00|br_cashtex.item.br_cash_rune_of_feather_i00|-1|0|18|0|0|34|0
35987|dropitems.drop_sack_m00|icon.etc_pi_gift_box_i00|-1|100|0|0|2|0|0
35988|dropitems.drop_sack_m00|icon.etc_pi_gift_box_i00|-1|100|0|0|2|0|0
35991|dropitems.drop_super_hp_potion_m00|icon.etc_super_potion_i03|-1|5|53|0|2|24|0
35992|dropitems.drop_super_hp_potion_m00|icon.etc_super_potion_i03|-1|5|53|0|2|24|0
35993|dropitems.drop_super_hp_potion_m00|icon.etc_super_potion_i03|-1|5|53|0|2|24|0
35994|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i04|-1|0|18|0|2|0|0
35995|dropitems.drop_sack_m00|icon.etc_crystal_ball_silver_i00|-1|0|53|0|2|6|0
35999||icon.etc_bm_attack_cookie|-1|120|18|0|2|1|0
36000||icon.etc_bm_defence_cookie|-1|120|18|0|2|1|0
36001||icon.etc_bm_magic_cookie|-1|120|18|0|2|1|0
36002||icon.etc_bm_cp_cookie|-1|120|18|0|2|1|0
36003||icon.etc_pi_gift_box_i04|-1|0|0|0|2|0|0
36004||icon.etc_pi_gift_box_i00|-1|0|0|0|2|0|0
36005||icon.etc_pi_gift_box_i02|-1|0|0|0|2|0|0
36006||icon.etc_pi_gift_box_i03|-1|0|0|0|2|0|0
36007||icon.etc_pi_box_wish_pack|-1|0|0|0|2|0|0
36008|dropitems.drop_scroll_m00|icon.ench_wp_potion_violet_i00|-1|120|18|0|2|28|0
36009|dropitems.drop_scroll_m00|icon.ench_am_potion_violet_i00|-1|120|18|0|2|29|0
36010||icon.etc_bm_attack_cookie|-1|120|18|0|2|1|0
36011||icon.etc_bm_defence_cookie|-1|120|18|0|2|1|0
36012||icon.etc_bm_magic_cookie|-1|120|18|0|2|1|0
36013||icon.etc_bm_cp_cookie|-1|120|18|0|2|1|0
36014||icon.etc_pi_gift_box_i04|-1|0|0|0|2|0|0
36015||icon.etc_pi_gift_box_i00|-1|0|0|0|2|0|0
36016||icon.etc_pi_gift_box_i02|-1|0|0|0|2|0|0
36017||icon.etc_pi_gift_box_i03|-1|0|0|0|2|0|0
36018||icon.etc_pi_box_wish_pack|-1|0|0|0|2|0|0
36019|dropitems.drop_scroll_m00|icon.ench_wp_potion_violet_i00|-1|120|18|0|2|28|0
36020|dropitems.drop_scroll_m00|icon.ench_am_potion_violet_i00|-1|120|18|0|2|29|0
36021||icon.etc_pi_gift_box_i04|-1|0|0|0|2|0|0
36022|dropitems.drop_potion_m00|icon.etc_bm_hero_red_potion|-1|10|53|0|2|3|0
36023||icon.etc_pi_gift_box_i00|-1|100|0|0|2|0|0
36024|dropitems.drop_spell_book_m00|Branchsys2.icon.cube_event_i02|-1|0|0|0|0|0|0
36025|dropitems.drop_sack_m00|icon.etc_feather_gold_i00|-1|1|53|0|2|1|0
36026|dropitems.drop_sack_m00|icon.etc_feather_gold_i00|-1|1|53|0|2|1|0
36027|dropitems.drop_sack_m00|icon.etc_mane_i00|-1|0|53|0|2|0|0
36028|dropitems.drop_sack_m00|icon.etc_codran_i00|-1|0|53|0|2|0|0
36029|dropitems.drop_sack_m00|icon.etc_codran_i03|-1|0|53|0|2|0|0
36030|dropitems.drop_sack_m00|icon.etc_codran_i02|-1|0|53|0|2|0|0
36037|LineageWeapons.apprentices_spellbook_m00_wp|icon.etc_grankain_chain|-1|0|19|0|2|0|0
36038|LineageWeapons.apprentices_spellbook_m00_wp|icon.etc_grankain_protect|-1|0|19|0|2|0|0
36054|dropitems.drop_sack_m00|icon.etc_old_key_i02|-1|0|53|0|2|0|0
36055|dropitems.drop_scroll_m00|icon.etc_doom_capture|-1|0|18|0|2|1|0
36056|dropitems.drop_scroll_m00|icon.etc_doom_capture|-1|0|18|0|2|1|0
36057|dropitems.drop_scroll_m00|icon.etc_doom_capture|-1|0|18|0|2|1|0
36058|dropitems.drop_scroll_m00|icon.etc_doom_capture|-1|0|18|0|2|1|0
36059|dropitems.drop_scroll_m00|icon.etc_doom_capture|-1|0|18|0|2|1|0
36065|dropitems.drop_sack_m00|icon.etc_mechanic_box_i00|-1|0|23|0|0|0|0
36066|dropitems.drop_jewel_m00|icon.etc_fruit_juice_glass_bottle_i08|-1|0|8|0|0|6|0
36067|dropitems.drop_scroll_m00|icon.etc_fruit_juice_glass_bottle_i05|-1|0|23|0|0|0|0
36068|dropitems.drop_jewel_box_m00|icon.tersi_specter_seed|-1|0|23|0|0|1|0
36069|dropitems.drop_sack_m00|icon.etc_crystal_ball_white_i00|-1|0|23|0|0|0|0
36070|dropitems.drop_sack_m00|icon.etc_torch_on_i09|-1|0|23|0|0|0|0
36071|dropitems.drop_sack_m00|icon.etc_letter_blue_i00|-1|0|23|0|0|0|0
36072|dropitems.drop_sack_m00|icon.etc_roll_of_paper_blue_i00|-1|0|18|0|0|0|0
36073|dropitems.drop_piece_of_wood_m00|icon.etc_squares_wood_i00|-1|0|8|0|0|0|0
36074|dropitems.drop_test_tube_m00|icon.etc_broken_crystal_red_i00|-1|0|8|0|2|0|0
36075|dropitems.drop_sack_m00|icon.etc_broken_crystal_gold_i00|-1|0|8|0|2|0|0
36076|dropitems.drop_sack_m00|icon.etc_old_key_i02|-1|0|53|0|0|0|0
36077|dropitems.drop_sack_m00|icon.etc_powder_white_i00|-1|0|53|0|2|0|0
36078|dropitems.drop_spell_book_m00|icon.etc_dualchange|-1|2|18|0|2|0|0
36079|dropitems.drop_x_mas_gift_m00|icon.etc_whiteday_candy_i05|-1|0|18|0|0|0|0
36080|dropitems.drop_x_mas_gift_m00|icon.etc_whiteday_candy_i06|-1|0|18|0|0|0|0
36081|dropitems.drop_sack_m00|icon.etc_candy_basket_i04_1|-1|0|18|0|2|0|0
36082|dropitems.drop_scroll_m00|icon.etc_scroll_of_return_i00|-1|30|18|0|2|1|0
36088|dropitems.drop_jewel_box_m00|icon.etc_pi_box_wish_pack|-1|100|0|0|2|0|0
36089|dropitems.drop_jewel_box_m00|icon.etc_pi_box_wish_pack|-1|100|0|0|2|0|0
36090|dropitems.drop_jewel_box_m00|icon.etc_pi_box_wish_pack|-1|100|0|0|2|0|0
36091|dropitems.drop_jewel_box_m00|icon.etc_pi_box_wish_pack|-1|100|0|0|2|0|0
36092|dropitems.drop_jewel_box_m00|icon.etc_pi_box_wish_pack|-1|100|0|0|2|0|0
36093|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i02|-1|100|0|0|2|0|0
36094|dropitems.drop_sack_m00|BranchSys.br_rudolf_food_red_i00|-1|0|53|0|2|3|0
36095|dropitems.drop_sack_m00|BranchSys.br_rudolf_food_purple_i00|-1|1|53|0|2|3|0
36096|dropitems.drop_sack_m00|BranchSys.br_rudolf_food_blue_i00|-1|36|53|0|2|3|0
36102|dropitems.drop_jewel_box_m00|icon.etc_pi_box_joy_pack|-1|100|0|0|2|0|0
36103|dropitems.drop_jewel_box_m00|icon.etc_pi_gift_box_i00|-1|100|8|0|0|0|0
36104|dropitems.drop_sack_m00|icon.etc_badge_silver_i00|-1|0|18|0|2|0|0
36105|dropitems.drop_sack_m00|icon.etc_badge_silver_i01|-1|0|18|0|2|0|0
36106|dropitems.drop_sack_m00|icon.etc_badge_silver_i02|-1|0|18|0|2|0|0
36107|dropitems.drop_sack_m00|icon.etc_letter_white_i00|-1|0|18|0|2|0|0
36108|dropitems.drop_sack_m00|icon.item_normal20|-1|0|18|0|0|0|0
36109|dropitems.drop_jewel_box_m00|icon.etc_ev_kalie_treasure_box|-1|10|18|0|2|0|0
36110|dropitems.drop_jewel_box_m00|icon.etc_ev_kalie_treasure_box|-1|10|18|0|2|0|0
36111|dropitems.drop_jewel_box_m00|icon.etc_ev_kalie_treasure_box|-1|10|18|0|2|0|0
36112|dropitems.drop_sack_m00|icon.etc_ev_kalie_token|-1|0|18|0|2|0|0
36113|dropitems.drop_sack_m00|icon.etc_broken_crystal_gold_i00|-1|0|23|0|2|0|0
36114|dropitems.drop_sack_m00|icon.etc_broken_crystal_silver_i00|-1|0|53|0|2|0|0
36115|dropitems.drop_sack_m00|icon.etc_potion_red_i00|-1|50|53|0|2|0|0
36116|dropitems.drop_scroll_m00|icon.bless_scroll_r1|-1|100|13|0|2|0|0
36117|dropitems.drop_scroll_m00|icon.bless_scroll_r95|-1|100|13|0|2|0|0
36129|dropitems.drop_sack_m00|icon.item_normal20|-1|0|18|0|0|0|0
36130|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36131|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36132|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36133|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36134|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36135|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36136|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36137|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36138|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36139|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36140|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36141|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36142|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36143|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|18|0|2|0|0
36144|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|18|0|2|0|0
36145|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|18|0|2|0|0
36146|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|18|0|2|0|0
36147|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|18|0|2|0|0
36148|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36149|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36150|dropitems.drop_sack_m00|icon.etc_dragons_blood_i03|-1|0|53|0|2|3|0
36151|dropitems.drop_sack_m00|icon.etc_training_scroll_kalie_i00|-1|0|18|0|2|0|0
36152|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36153|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|0|0|2|0|0
36154|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36155|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36156|dropitems.drop_sack_m00|icon.event_hero_treasure_box_i00|-1|0|18|0|2|0|0
36157|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|0|0|2|0|0
36158|dropitems.drop_sack_m00|icon.etc_jewel_box_i00|-1|0|0|0|2|0|0
36159|dropitems.drop_scroll_m00|icon.bless_scroll_r1|-1|0|18|0|0|0|0
36160|dropitems.drop_scroll_m00|icon.bless_scroll_r2|-1|0|18|0|0|0|0
36161|dropitems.drop_scroll_m00|icon.bless_scroll_r95|-1|0|18|0|0|0|0
36162|dropitems.drop_scroll_m00|icon.bless_scroll_r99|-1|0|18|0|0|0|0
36163|dropitems.drop_jewel_box_m00|icon.giant_scrl_of_ench_wp_r|-1|100|18|0|2|19|0
36164|dropitems.drop_jewel_box_m00|icon.giant_scrl_of_ench_am_r|-1|100|18|0|2|20|0
36165|dropitems.drop_sack_m00|icon.etc_ev_kalie_treasure_box|-1|10|18|0|2|0|0
36166|dropitems.drop_sack_m00|icon.etc_ev_kalie_treasure_box|-1|10|18|0|2|0|0
36170|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36171|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36172|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36173|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36174|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36175|dropitems.drop_scroll_m00|icon.etc_scroll_white_i00|-1|30|18|0|2|1|0
36184|dropitems.drop_sack_m00|icon.etc_spirit_kalie_i00|-1|0|18|0|2|0|0
36185|dropitems.drop_sack_m00|icon.etc_spirit_kalie_i00|-1|0|18|0|2|0|0
36186|dropitems.drop_sack_m00|icon.etc_spirit_kalie_i00|-1|0|18|0|2|0|0
36191|dropitems.drop_lesser_potion_m00|icon.etc_blessed_kalie_i00|-1|0|18|0|2|1|0
36192|dropitems.drop_sack_m00|icon.etc_pouch_gold_i00|-1|0|0|0|2|0|0
36221|dropitems.drop_lesser_potion_m00|icon.etc_kalie_hero_scroll|-1|2|18|0|2|1|0
36234|dropitems.drop_sack_m00|icon.etc_ev_draco_gift_box|-1|0|0|0|0|0|0
36222|dropitems.drop_spell_book_m00|icon.etc_kalie_cube|-1|0|0|0|0|24|0
36223|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36224|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36225|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36245|dropitems.drop_test_tube_m00|icon.etc_potion_red_i00|-1|0|53|0|2|3|0
36246|dropitems.drop_sack_m00|icon.etc_letter_envelope_i00|-1|0|18|0|0|0|0
36247|dropitems.drop_jewel_box_m00|icon.etc_old_key_i01|-1|0|8|0|2|0|0
36226|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36227|dropitems.drop_sack_m00|icon.fairy_encounter_letter|-1|0|18|0|0|0|0
36228|dropitems.drop_sack_m00|icon.etc_red_rose_i00|-1|0|13|0|0|0|0
36229|dropitems.drop_sack_m00|icon.etc_totem_necklace_red_i00|-1|0|8|0|0|0|0
36230|dropitems.drop_sack_m00|icon.etc_totem_necklace_green_i00|-1|0|8|0|2|0|0
36231|dropitems.drop_sack_m00|icon.etc_crystal_ball_white_i00|-1|0|8|0|2|0|0
36232|dropitems.drop_jewel_box_m00|icon.etc_box_of_adventure_3_i00|-1|0|18|0|2|0|0
36248|dropitems.drop_jewel_box_m00|icon.etc_treasure_box_i08|-1|0|18|0|2|1|0
36249|dropitems.drop_jewel_box_m00|icon.etc_treasure_box_i08|-1|0|18|0|2|1|0
36250|dropitems.drop_jewel_box_m00|icon.etc_treasure_box_i08|-1|0|18|0|2|1|0
36251|dropitems.drop_jewel_box_m00|icon.etc_treasure_box_i08|-1|0|18|0|2|1|0
36252|dropitems.drop_jewel_m00|icon.etc_fruit_juice_glass_bottle_i09|-1|60|53|0|2|6|0
36253|dropitems.drop_jewel_m00|icon.etc_fruit_juice_glass_bottle_i10|-1|60|53|0|2|6|0
36256|dropitems.drop_scroll_m00|icon.etc_trans_4f_s_b_01|-1|0|18|0|2|0|0
36258|dropitems.drop_scroll_m00|icon.etc_lesser_potion_clear_i00|-1|120|18|0|2|0|0
36259|dropitems.drop_scroll_m00|icon.etc_lesser_potion_purple_i00|-1|120|18|0|2|0|0
36260|dropitems.drop_scroll_m00|icon.etc_lesser_potion_blue_i00|-1|120|18|0|2|0|0
36261|dropitems.drop_scroll_m00|icon.etc_lesser_potion_red_i00|-1|120|18|0|2|0|0
36267|dropitems.drop_sack_m00|icon.etc_broken_crystal_blue_i00|-1|0|18|0|0|0|0
36268|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36269|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36270|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36271|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36272|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36273|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36274|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36275|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36276|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36277|dropitems.drop_ticket_m00|icon.etc_kalie_instantzone_re|-1|0|18|0|2|0|0
36278|dropitems.drop_sack_m00|icon.etc_dragons_blood_i00|-1|0|8|0|2|0|0
36282|dropitems.drop_sack_m00|icon.etc_treasure_box_i05|-1|0|0|0|0|0|0
