id|message|group|rgba[0]|rgba[1]|rgba[2]|sub_msg|type
5002|a,Your account has been restricted in accordance with our terms of service as you failed to verify your identity within a given time after an account theft report. You may  undo the restriction by visiting the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) Support Center</font> and going through the personal verification process in the account theft report. For more details, please visit <font color='#FFDF4C'>1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5003|a,Your account has been restricted due to your abuse of game systems that resulted in damage to other players' gaming experience. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>)1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5004|a,Your account has been restricted in accordance with our terms of service due to your selling, or attempting to sell, in-game goods or characters (account) for cash/real goods/goods from  another game. Your account is under suspension for 7 days since the date of exposure as decreed by the EULA, Section 3, Article 14. The account restriction will automatically be lifted after 7 days. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5005|a,Your account has been restricted in accordance with our terms of service due to your selling, or attempting to sell, in-game goods or characters (account) for cash/real goods/goods from another game. Your account is restricted as decreed by the EULA, Section 3, Article 14. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5006|a,Your account has been restricted in accordance with our terms of service due to misconduct or fraud. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5007|a,Your account has been restricted due to misconduct. For more details, please visit the <font color='#FFDF4C'>plaync website (</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>)  1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5008|a,Your account has been restricted due to your abuse of system weaknesses or bugs. Abusing bugs can cause grievous system errors or destroy the game balance. For more details, please visit <font color='#FFDF4C'> plaync website (</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5009|a,Your account has been restricted due to your use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5010|a,Your account has been restricted in accordance with our terms of service due to your confirmed abuse of in-game systems resulting in abnormal gameplay. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5011|a,Your account has been restricted at your request in accordance with our terms of service. For more details, please visit <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5012|a,Your account has been restricted in accordance with our terms of service due to your confirmed attempts at misconduct or fraud. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5013|a,Your account has been restricted in accordance with our terms of service due to your fraudulent use of another person's identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5014|a,Your account has been restricted in accordance with our terms of service due to your fraudulent transactions under another person's identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5015|a,Your account has been restricted for a duration of 1 year in accordance with our terms of service due to your confirmed in-game gambling activities. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5016|a,For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5017|a,Please inquire through the <font color='#FFDF4C'>Lineage II Customer Service Center</font> or the <font color='#FFDF4C'>1:1 support</font> in the official website.\0|0|79|9B|B0|a,|a,flash\0
5018|a,In order to play Lineage II, you must be <font color='#FFDF4C'>Ages 15 or above</font>. You must be <font color='#FFDF4C'>18 or above</font> in order to use the PvP servers.\0|0|79|9B|B0|a,|a,flash\0
5019|a,To create a new account, please visit the <font color='#FFDF4C'>Lineage II Website </font><font color='#6699FF'>(<a href='asfunction:homePage'>https://login.lineage2.com/login/loginform</a>)</font> and click on the New Account Creation link.\0|0|79|9B|B0|a,|a,flash\0
5020|a,If you have lost your account, please visit the  <font color='#FFDF4C'>Lineage II Website </font><font color='#6699FF'>(<a href='asfunction:homePage'>https://login.lineage2.com/login/loginform</a>)</font> and click on the Support link at the bottom of the page.\0|0|79|9B|B0|a,|a,flash\0
5021|a,Users who did not complete the <font color='#FFDF4C'>Age 18 Verification</font> may not login between <font color='#FFDF4C'>10PM</font> and <font color='#FFDF4C'>6AM</font> the next day.\0|0|79|9B|B0|a,|a,flash\0
5022|a,Please verify your identity to confirm your ownership of your account.  You may go through the verification process by visiting the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5023|a,Your account has been restricted due to your confirmed attempt at trade involving cash/other servers/other games. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5024|a,Your account has been restricted in accordance with an official request from an investigative agency (private law). This action was taken because the official request from the investigative agency has legal force. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5025|a,Your account has been temporarily restricted due to acquisition of an item connected to account theft. Please visit the homepage and go through the personal verification process to lift the restriction. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5026|a,Your account has been restricted due to your confirmed trade history involving cash/other servers/other games.  For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5027|a,Your account has been restricted due to your confirmed cash/account trade activities. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5028|a,You cannot use the game services as your identity has not been verified. Please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font> and go to <font color='#FFDF4C'>)</font> to verify your identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5029|a,Your current account is inactive. If you do not log into the game for a period of time, your account turns into an inactive account.  You may convert your account to an active account by visiting the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font>.\0|0|79|9B|B0|a,|a,flash\0
5030|a,<font color='#FFDF4C'>Logging in.</font>Please wait.\0|0|79|9B|B0|a,|a,flash\0
5031|a,The account has been temporarily restricted due to an incomplete cell phone (ARS) transaction. For more information, please visit http://us.ncsoft.com/en/.\0|0|79|9B|B0|a,|a,flash\0
5032|a,Your account has not agreed to the Lineage II terms of service. Please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font> and agree before logging in.\0|0|79|9B|B0|a,|a,flash\0
5033|a,Your account has not completed the <font color='#FFDF4C'>Parental Agreement</font>.<br> Please complete the <font color='#FFDF4C'>Parental Agreement</font> before logging in.\0|0|79|9B|B0|a,|a,flash\0
5034|a,This account has declined the User Agreement or has requested for membership withdrawal.  Please try again after <br><font color='#FFDF4C'>cancelling the Game Agreement declination</font> or <font color='#FFDF4C'>cancelling the membership withdrawal request</font>.\0|0|79|9B|B0|a,|a,flash\0
5035|a,All permissions on your account are restricted. <br>Please go to http://us.ncsoft.com/en/ for details.\0|0|79|9B|B0|a,|a,flash\0
5036|a,Please inquire through the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5037|a,You can no longer log in as your account has been converted to <font color='#FFDF4C'>Unified Account</font>. <br>Please try again through the <font color='#FFDF4C'>Unified Account</font>.\0|0|79|9B|B0|a,|a,flash\0
5038|a,You must change your password and secret question in order to log in. Please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font> and <font color='#FFDF4C'>change the password and secret question</font>.\0|0|79|9B|B0|a,|a,flash\0
5039|a,Your account has been restricted due to your use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5040|a,Your account has been restricted due to your confirmed abuse of a bug pertaining to the NCoin. For more information, please visit http://us.ncsoft.com/en/.\0|0|79|9B|B0|a,|a,flash\0
5041|a,Your account has been restricted due to your confirmed abuse of free NCoin. For more information, please visit http://us.ncsoft.com/en/.\0|0|79|9B|B0|a,|a,flash\0
5042|a,Your account has been temporarily denied all game services due to connections with account registration done by means of identity theft. If you have no connection to the issue, please go through the personal verification process.  For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5043|a,Your account has been denied all game services due to transaction fraud. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5044|a,your account has been denied all game services due to your confirmed account trade history. <br>For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5045|a,Your account has been restricted for a duration of 10 days due to your use of illegal programs. All game services are denied for the aforementioned period, and a repeated offense will result in a permanent ban. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5046|a,Your account has been denied all game services due to your confirmed use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5047|a,Your account has been denied all game services due to your confirmed use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5048|a,Your account has been denied all game service at your request. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5049|a,Your account has been restricted due to frequent posting of inappropriate content. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5050|a,Your account has been restricted due to a confirmed post in violation of the law. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5051|a,Your account has been denied all game services due to your confirmed use of the game for commercial purposes. For more details, please visit <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5052|a,You have entered <font color='#FFDF4C'>Regular Server</font>.\0|0|79|9B|B0|a,|a,flash\0
5053|a,You have entered <font color='#FFDF4C'>Adult Server</font>.\0|0|79|9B|B0|a,|a,flash\0
5054|a,You have entered <font color='#FFDF4C'>Teenage Server</font>.\0|0|79|9B|B0|a,|a,flash\0
5055|a,You cannot do that because of <font color='#FFDF4C'>Fatigue</font>.\0|0|79|9B|B0|a,|a,flash\0
5056|a,Your account has been put on standby for personal verification due to its speculated registration under someone else's identity. If  this is not the case, please visit the website and go through the personal verification process to lift the restriction. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5057|a,Your account has been denied all game services due to its confirmed registration under someone else's identity.  For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5058|a,Your account has been temporarily restricted due to your speculated abnormal methods of gameplay. If you did not employ abnormal means to play the game, please visit the website and go through the personal verification process to lift the restriction. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'> Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5059|a,Please enter more than <font color='#FFDF4C'>1 letter</font> and less than <font color='#FFDF4C'>16 letters</font>.\0|0|79|9B|B0|a,|a,flash\0
5060|a,Welcome to <font color='#FFDF4C'>Lineage II</font>. Please click on the <font color='#FFDF4C'>Create Character</font> tab to go to the Character Creation screen.\0|0|79|9B|B0|a,|a,flash\0
5061|a,A character belonging to a <font color='#FFDF4C'>clan</font> may not be deleted.\0|0|79|9B|B0|a,|a,flash\0
5062|a,A <font color='#FFDF4C'>Clan Leader</font> may not be deleted. Please disband the clan and try again.\0|0|79|9B|B0|a,|a,flash\0
5063|a,A <font color='#FFDF4C'>Clan Member</font> may not be deleted. Please leave the clan and try again.\0|0|79|9B|B0|a,|a,flash\0
5064|a,Authentication has failed as you have entered an incorrect authentication number or did not enter the authentication number.  If you fail authentication <font color='#FFDF4C'>3 times</font> in a row, game access will be restricted for <font color='#FFDF4C'>30 minutes</font>.\0|0|79|9B|B0|a,|a,flash\0
5065|a,The telephone authentication service number is incorrect or does not exist. Please verify your information for phone authentication. (<font color='#FFDF4C'>plaync>Security Center>Telephone Authentication Service</font>)\0|0|79|9B|B0|a,|a,flash\0
5066|a,Game access has been restricted as the telephone authentication service period has expired. Please verify gameplay restriction settings. (<font color='#FFDF4C'>plaync>Security Center>Telephone Authentication Service</font>)\0|0|79|9B|B0|a,|a,flash\0
5067|a,If you fail authentication <font color='#FFDF4C'>3 times</font> in a row,  game access will be restricted for <font color='#FFDF4C'>30 minutes</font>. Please try again later.\0|0|79|9B|B0|a,|a,flash\0
5068|a,To request an NC OTP service,<br>run the cell phone NC OTP service<br>and enter the displayed NC OTP number within 1 minute.<br>If you did not make the request,<br>leave this part blank,<br>and click on the login tab.\0|0|79|9B|B0|a,|a,flash\0
5069|a,Please enter card number <font color='#FFDF4C'>$s1</font>.\0|0|79|9B|B0|a,|a,flash\0
5070|u,<font size='15' color='#FFDF5F'>The Lineage II server has been restructured as of 10/26/11.</font><br><font size='13' color='#ABABAB'>Zighardt, Hindemidt, Ceriel</font> → Tersi(New)<br><font size='13' color='#ABABAB'>Kain, Kastienne, Staris</font> → Bremnon(New)<br><font size='13' color='#ABABAB'>Liona,  Luna, Elcadia</font> → Lionel(New)\0|0|79|9B|B0|a,|a,flash\0
5071|a,<font color='#FFDF4C'>We give various benefits to warriors who return after a long time.</font>\0|0|79|9B|B0|a,|a,flash\0
5072|a,You can receive the benefits provided to dormant customers on <font color='#FFDF4C'>Lineage II Homepage > Dormant Membership Page</font>(<font color='#6699FF'><a href='asfunction:homePage'>lineage2.plaync.co.kr/service/freecoupon/dormancy</a></font>).<br>Receive benefits for dormant customers and log into the game again!\0|0|79|9B|B0|a,|a,flash\0
5300|a,Your account has been restricted due to an account theft issue. If you have an email address registered to your account information, please check your inbox for an email message with details. If you have no direct connection to account theft, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) Support Center</font> and file a petition. For more details, please visit <font color='#FFDF4C'>1:1 Chat in Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5301|a,Your account has been restricted in accordance with our terms of service due to your confirmed fraudulent report. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5302|a,Your account has been restricted in accordance with our terms of service as you failed to verify your identity within a given time after an account theft report. You may  undo the restriction by visiting the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) Support Center</font> and going through the identity verification process in the account theft report. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5303|a,Your account has been restricted due to your abuse of game systems that resulted in damage to other players' gaming experience. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>)1:1 Chat in Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5304|a,Your account has been restricted due to your confirmed attempt at commercial advertising or trade involving cash or other games. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5305|a,Your account has been restricted due to your confirmed cash/account trade activities. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5306|a,Your account has been restricted in accordance with our terms of service due to misconduct or fraud. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5307|a,Your account has been restricted due to the use of inappropriate language. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5308|a,Your account has been restricted due to your abuse of system weaknesses or bugs. Abusing bugs can cause serious system errors or destroy the game balance. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5309|a,Your account has been restricted due to development/distribution of an illegal program or modification of the server program. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5310|a,Your account has been restricted in accordance with our terms of service due to your confirmed abuse of in-game systems resulting in abnormal gameplay. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5311|a,Your account has been restricted at your request in accordance with our terms of service. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5312|a,Your account has been restricted in accordance with our terms of service due to your confirmed attempts at misconduct or fraud. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5313|a,Your account has been restricted in accordance with our terms of service due to your fraudulent use of another person's identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5314|a,Your account has been restricted in accordance with our terms of service due to your fraudulent transactions under another person's identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5315|a,Your account has been restricted for a duration of 1 year in accordance with our terms of service due to your confirmed in-game gambling activities. Please refer to the Support Center on the NCSOFT website (http://us.ncsoft.com/en/support) for more details.\0|0|79|9B|B0|a,|a,flash\0
5316|a,Your account has been restricted due to your use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5317|a,Your account is temporarily restricted due to a complaint filed in the process of name changing. For more information, visit <font color='#FFDF4C'>plaync homepage's(</font><font color='#6699FF'><a href='asfunction:homePage'>www.plaync.co.kr</a></font><font color='#FFDF4C'>) Customer Service 1:1 Inquiry</font>.\0|0|79|9B|B0|a,|a,flash\0
5318|a,Please verify your identity to confirm your ownership of your account at the NCsoft website.  For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5319|a,Your account has been restricted in accordance with an official request from an investigative agency (private law). This action was taken because the official request from the investigative agency has legal force. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5320|a,Your account has been temporarily restricted due to acquisition of an item connected to account theft. Please visit the homepage and go through the personal verification process to lift the restriction. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5321|a,Your account has been restricted due to your confirmed trade involving cash or other games. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5322|a,You cannot use the game services as your identity has not been verified. Please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font> and go to <font color='#FFDF4C'>)</font> to verify your identity. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5323|a,Your account has been restricted due to your use of illegal programs. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5324|a,Your account has been restricted due to your unfair acquisition of items and disregard for item distribution rules agreed upon by members of your party. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5325|a,Your account has been denied all game services due to your confirmed use of the game for commercial purposes. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
5326|a,The account has been temporarily restricted due to an incomplete cell phone (ARS) transaction. For more information, please visit http://us.ncsoft.com/en/.\0|0|79|9B|B0|a,|a,flash\0
5327|a,Your account has been restricted due to your confirmed attempt at commercial advertising. For more details, please visit the <font color='#FFDF4C'>plaync website(</font><font color='#6699FF'><a href='asfunction:homePage'>http://us.ncsoft.com/support</a></font><font color='#FFDF4C'>) 1:1 Customer Service Center</font>.\0|0|79|9B|B0|a,|a,flash\0
