id|drop_mesh1|icon|durability|weight|material|crystallizable|body_part|handness|random_damage|weapon_type|crystal_type|mp_consume|SS_count|SPS_count|curvature|is_hero
35214|LineageWeapons2.R97_IgusBlade_m00_wp|icon.weapon_R99_twohand_sword_pve_i01|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35215|LineageWeapons2.R97_IgusBlade_m00_wp|icon.weapon_R99_twohand_sword_pve_i01|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35216|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35217|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35218|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35219|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35220|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35221|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35222|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35223|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35224|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35225|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35226|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35227|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35228|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35229|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35230|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35231|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35232|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35233|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35234|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35235|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35236|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35237|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35238|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35239|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35240|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35241|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35242|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35243|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35244|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35245|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35246|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35247|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35248|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35249|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dagger_pve_i01|-1|1520|8|1|27|12|5|3|10|0|1|1|1000|-1
35250|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dagger_pve_i01|-1|1520|8|1|27|12|5|3|10|0|1|1|1000|-1
35251|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dagger_pve_i01|-1|1520|8|1|27|12|5|3|10|0|1|1|1000|-1
35252|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_onehand_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35253|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_onehand_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35254|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_onehand_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35255|LineageWeapons2.R97_IgusBlade_m00_wp|icon.weapon_R99_twohand_sword_pve_i01|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35256|LineageWeapons2.R97_IgusBlade_m00_wp|icon.weapon_R99_twohand_sword_pve_i01|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35257|LineageWeapons2.R97_IgusBlade_m00_wp|icon.weapon_R99_twohand_sword_pve_i01|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35258|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35259|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35260|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_onehand_blunt_pve_i01|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35261|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35262|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35263|LineageWeapons2.R97_skadi_m00_wp|icon.weapon_R99_fist_pve_i01|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35264|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35265|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35266|LineageWeapons2.R97_callier_m00_wp|icon.weapon_R99_spear_pve_i01|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35267|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35268|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35269|LineageWeapons2.R97_frostfur_m00_wp|icon.weapon_R99_bow_pve_i01|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35270|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35271|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35272|LineageWeapons2.R97_grafe_m00_wp|icon.weapon_R99_crossbow_pve_i01|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35273|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35274|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35275|LineageWeapons2.R97_fiera_m00_wp|icon.weapon_R99_onehand_magic_sword_pve_i01|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35276|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35277|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35278|LineageWeapons2.R97_flugel_m00_wp|icon.weapon_R99_onehand_magic_blunt_pve_i01|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35279|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35280|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35281|LineageWeapons2.R97_naksian_m00_wp|icon.weapon_R99_twohand_magic_blunt_pve_i01|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35282|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35283|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35284|LineageWeapons2.R97_DegknightSword_m00_wp|icon.weapon_R99_dual_sword_pve_i01|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35285|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35286|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35287|LineageWeapons2.R97_fetron_m00_wp|icon.weapon_R99_dual_dagger_pve_i01|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35288|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35289|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35290|LineageWeapons2.R97_rufen_m00_wp|icon.weapon_R99_dual_blunt_pve_i01|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35634|LineageWeapons.dynasty_blade_m00_wp|icon.weapon_dynasty_blade_i00|-1|1520|8|0|27|1|10|1|2|0|1|1|1000|-1
35635|LineageWeapons.dynasty_bow_m00_wp|icon.weapon_dynasty_bow_i00|-1|1520|8|0|7|5|5|6|2|6|1|1|1000|-1
35636|LineageWeapons.dynasty_magic_sword_m00_wp|icon.weapon_dynasty_magic_sword_i00|-1|1520|8|0|27|1|10|1|2|0|1|1|1000|-1
35637|LineageWeapons.dynasty_dagger_m00_wp|icon.weapon_dynasty_dagger_i00|-1|1520|8|0|27|12|5|3|2|0|1|1|1000|-1
35638|LineageWeapons.dynasty_blade_m00_wp|icon.weapon_dual_sword_i00|-1|1520|8|0|7|3|10|8|2|0|1|1|1000|-1
35639|LineageWeapons.dynasty_twohand_sword_m00_wp|icon.weapon_dynasty_twohand_sword_i00|-1|1740|8|0|7|2|10|1|2|0|1|1|1000|-1
35654|LineageWeapons2.R95_stanpid_m00_wp|icon.weapon_r_dualdagger_i00|-1|2050|8|1|7|10|10|15|3|0|1|1|1000|-1
22361|LineageWeapons.long_sword_m00_wp|BranchSys3.Icon.g_beam_1h_sword|-1|1600|8|0|27|1|10|1|0|0|1|1|1000|-1
22362|LineageWeapons.bastard_sword_m00_wp|icon.weapon_dual_sword_i00|-1|2520|8|1|7|3|10|8|0|0|3|3|1000|-1
22365||BranchSys3.Icon.g_hands_of_blackbear|-1|450|47|0|7|7|5|5|0|0|1|1|1000|-1
22366||BranchSys3.Icon.g_hands_of_blackbear|-1|450|47|0|7|7|5|5|0|0|1|1|1000|-1
22387||BranchSys3.Icon.g_halloween_scythe|-1|2040|51|1|7|4|10|4|0|0|2|2|1000|-1
22388||BranchSys3.Icon.g_halloween_scythe|-1|2040|51|1|7|4|10|4|0|0|2|2|1000|-1
22547||BranchSys3.Icon.g_beam_1h_sword|-1|1600|8|0|27|1|10|1|0|0|1|1|1000|-1
35672|LineageWeapons.dynasty_jamadhr_m00_wp|icon.weapon_dynasty_jamadhr_i00|-1|1520|8|0|7|7|5|5|2|0|1|1|1000|-1
35673|LineageWeapons.dynasty_rapier_m00_wp|icon.weapon_dynasty_rapier_i00|-1|1520|8|0|27|9|40|11|2|0|1|1|1000|-1
35674|LineageWeapons.dynasty_hammer_m00_wp|icon.weapon_dynasty_hammer_i00|-1|1520|51|0|27|1|20|2|2|0|1|1|1000|-1
35678|LineageWeapons2.R95_stanpid_m00_wp|icon.weapon_stanpid_i10|-1|1520|8|1|27|12|5|3|10|0|1|1|1000|-1
35679|LineageWeapons2.R97_acris_m00_wp|icon.weapon_plenitas_i10|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35680|LineageWeapons2.R95_bauen_m00_wp|icon.weapon_bauen_i10|-1|1740|8|1|7|2|10|1|10|0|1|1|1000|-1
35681|LineageWeapons2.R95_qutram_m00_wp|icon.weapon_qutram_i10|-1|1740|51|1|27|1|20|2|10|0|1|1|1000|-1
35682|LineageWeapons2.R97_durga_m00_wp|icon.weapon_durga_i10|-1|1550|8|1|7|7|5|5|10|0|1|1|1000|-1
35683|LineageWeapons2.R95_crabel_m00_wp|icon.weapon_crabel_i10|-1|2010|6|1|7|4|10|4|10|0|1|1|1000|-1
35684|LineageWeapons2.R95_castron_m00_drop|icon.weapon_castron_i10|-1|1520|8|1|7|5|5|6|10|0|1|1|1000|-1
35685|LineageWeapons2.R95_stilla_m00_wp|icon.weapon_stilla_i10|-1|1580|8|1|7|11|5|17|10|0|1|1|1000|-1
35686|LineageWeapons2.R95_serapear_m00_wp|icon.weaon_serapear_i10|-1|1520|8|1|27|1|10|1|10|0|1|1|1000|-1
35687|LineageWeapons2.R90_pilia_m00_wp|icon.weapon_pilia_i10|-1|1080|13|1|27|1|20|2|10|0|1|1|1000|-1
35688|LineageWeapons2.R95_shaelon_m00_wp|icon.weapon_shaelon_i10|-1|1080|13|1|7|4|20|2|10|0|1|1|1000|-1
35689|LineageWeapons2.R97_acris_m00_wp|icon.weapon_r_dualsword_i10|-1|1520|8|1|7|3|10|8|10|0|1|1|1000|-1
35690|LineageWeapons2.R95_stanpid_m00_wp|icon.weapon_r_dualdagger_i10|-1|2050|8|1|7|10|10|15|10|0|1|1|1000|-1
35691|LineageWeapons2.R95_qutram_m00_wp|icon.weapon_r_dualblunt_i10|-1|1740|51|1|7|13|20|18|10|0|1|1|1000|-1
35692|Branch2.br_wp_Caladbulg_m00|BranchSys2.icon.br_wp_Caladbulg_i00|-1|1520|8|1|27|1|10|1|0|0|1|1|1000|-1
35708||icon.weapon_monster_i00|-1|300|8|1|27|6|5|6|1|0|2|2|1000|-1
35996|LineageWeapons2.R95_stilla_m00_wp|icon.weapon_stilla_i20|-1|100|8|1|7|11|5|17|10|0|1|1|1000|-1
36031|LineageWeapons.iron_hammer_m00_wp|icon.weapon_iron_hammer_i00|-1|0|51|0|27|1|0|2|0|0|0|0|1000|-1
36032|LineageWeapons.bbyong_hammer_a_m00_wp|icon.weapon_bbyong_hammer_a_i00|-1|0|51|0|27|1|0|2|0|0|0|0|1000|-1
36033|LineageWeapons.bbyong_hammer_a_m00_wp|icon.weapon_bbyong_hammer_a_i00|-1|0|51|1|27|1|0|2|0|0|0|0|1000|-1
36034|LineageWeapons.bbyong_hammer_a_m00_wp|icon.weapon_bbyong_hammer_a_i00|-1|0|51|1|27|1|0|2|0|0|0|0|1000|-1
36035|LineageWeapons.iron_hammer_m00_wp|icon.weapon_iron_hammer_i00|-1|0|51|0|27|1|0|2|0|0|0|0|1000|-1
36036|LineageWeapons.iron_hammer_m00_wp|icon.weapon_iron_hammer_i00|-1|0|51|0|27|1|0|2|0|0|0|0|1000|-1
36039|LineageWeapons.IncessantCore_Sword_m00_wp|icon.weapon_incessantcore_sword_i00|-1|1520|8|1|27|1|10|1|6|0|1|1|1000|-1
36040|LineageWeapons.Lavamond_Saw_m00_wp|icon.weapon_lavamond_saw_i00|-1|1740|8|1|7|2|10|1|6|0|1|1|1000|-1
36041|LineageWeapons.Expowder_Mace_m00_wp|icon.weapon_expowder_mace_i00|-1|1740|51|1|27|1|20|2|6|0|1|1|1000|-1
36042|LineageWeapons.Sacredumors_m00_dr|icon.weapon_sacredumors_i00|-1|1080|13|1|27|1|20|2|6|0|1|1|1000|-1
36043|LineageWeapons.Pereztear_Hammer_m00_dr|icon.weapon_pereztear_hammer_i00|-1|1740|51|1|27|2|20|2|6|0|1|1|1000|-1
36044|LineageWeapons.Psyskilt_Cane_m00_wp|icon.weapon_psyskilt_cane_i00|-1|1080|13|1|27|4|20|2|6|0|1|1|1000|-1
36045|LineageWeapons.MambaEdge_m00_wp|icon.weapon_mambaedge_i00|-1|1520|8|1|27|12|5|3|6|0|1|1|1000|-1
36046|LineageWeapons.Jademice_Claw_m00_wp|icon.weapon_jademice_claw_i00|-1|1550|8|1|7|7|5|5|6|0|1|1|1000|-1
36047|LineageWeapons.Ghostcleaner_m00_wp|icon.weapon_ghostcleaner_i00|-1|2010|6|1|7|4|10|4|6|0|1|1|1000|-1
36048|LineageWeapons.IncessantCore_Sword_m00_wp|icon.weapon_dual_sword_i00|-1|1520|8|1|7|3|10|8|6|0|1|1|1000|-1
36049|LineageWeapons.MambaEdge_m00_wp|icon.dual_dagger_i00|-1|2050|8|1|7|10|10|15|6|0|1|1|1000|-1
36050|LineageWeapons.Recurvethorne_Bow_m00_wp|icon.weapon_recurvethorne_bow_i00|-1|1520|8|1|7|5|5|6|6|6|1|1|1000|-1
36119|LineageWeapons.Heavengate_Shield_m00_wp|icon.heavengate_shield_i01|-1|1190|23|1|28|0|0|0|6|0|0|0|1000|-1
36193|LineageWeapons2.R97_megerlos_m00_wp|icon.weapon_the_dagger_of_hero_i01|-1|500|8|0|27|12|5|3|0|0|1|1|1000|1
36194|LineageWeapons2.R97_kelesis_m00_wp|icon.weapon_the_sword_of_hero_i01|-1|500|8|0|27|1|10|1|0|0|1|1|1000|1
36195|LineageWeapons2.R97_kuhn_m00_wp|icon.weapon_the_two_handed_sword_of_hero_i01|-1|500|8|0|7|2|10|1|0|0|1|1|1000|1
36196|LineageWeapons2.R97_trebe_m00_wp|icon.weapon_the_axe_of_hero_i01|-1|500|51|0|27|1|20|2|0|0|1|1|1000|1
36197|LineageWeapons2.R97_transia_m00_wp|icon.weapon_the_fist_of_hero_i01|-1|500|8|0|7|7|5|5|0|0|1|1|1000|1
36198|LineageWeapons2.R97_alacran_m00_wp|icon.weapon_the_pole_of_hero_i01|-1|500|6|0|7|4|10|4|0|0|1|1|1000|1
36199|LineageWeapons2.R97_glarea_m00_wp|icon.weapon_the_bow_of_hero_i01|-1|500|8|0|7|5|5|6|0|0|1|1|1000|1
36200|LineageWeapons2.R97_langel_m00_wp|icon.weapon_infinity_shooter_i01|-1|500|8|0|7|11|5|17|0|0|1|1|1000|1
36201|LineageWeapons2.R97_PlainwarshipSword_m00_wp|icon.weapon_infinity_sword_i01|-1|500|8|0|27|1|10|1|0|0|1|1|1000|1
36202|LineageWeapons2.R97_altarvenus_m00_drop|icon.weapon_the_mace_of_hero_i01|-1|500|13|0|27|1|20|2|0|0|1|1|1000|1
36203|LineageWeapons2.R97_ReitermirrorCane_m00_drop|icon.weapon_the_staff_of_hero_i01|-1|500|13|0|7|4|20|2|0|0|1|1|1000|1
36204|LineageWeapons2.R97_kelesis_m00_wp|icon.weapon_r_dualsword_i01|-1|500|8|0|7|3|10|8|0|0|1|1|1000|1
36205|LineageWeapons2.R97_megerlos_m00_wp|icon.weapon_r_dualdagger_i01|-1|500|8|0|7|10|10|15|0|0|1|1|1000|1
36206|LineageWeapons2.R97_trebe_m00_wp|icon.weapon_r_dualblunt_i01|-1|500|51|0|7|13|20|18|0|0|1|1|1000|1
36207|LineageWeapons2.R97_megerlos_m00_wp|icon.weapon_the_dagger_of_hero_i01|-1|500|8|0|27|12|5|3|0|0|1|1|1000|1
36208|LineageWeapons2.R97_kelesis_m00_wp|icon.weapon_the_sword_of_hero_i01|-1|500|8|0|27|1|10|1|0|0|1|1|1000|1
36209|LineageWeapons2.R97_kuhn_m00_wp|icon.weapon_the_two_handed_sword_of_hero_i01|-1|500|8|0|7|2|10|1|0|0|1|1|1000|1
36210|LineageWeapons2.R97_trebe_m00_wp|icon.weapon_the_axe_of_hero_i01|-1|500|51|0|27|1|20|2|0|0|1|1|1000|1
36211|LineageWeapons2.R97_transia_m00_wp|icon.weapon_the_fist_of_hero_i01|-1|500|8|0|7|7|5|5|0|0|1|1|1000|1
36212|LineageWeapons2.R97_alacran_m00_wp|icon.weapon_the_pole_of_hero_i01|-1|500|6|0|7|4|10|4|0|0|1|1|1000|1
36213|LineageWeapons2.R97_glarea_m00_wp|icon.weapon_the_bow_of_hero_i01|-1|500|8|0|7|5|5|6|0|0|1|1|1000|1
36214|LineageWeapons2.R97_langel_m00_wp|icon.weapon_infinity_shooter_i01|-1|500|8|0|7|11|5|17|0|0|1|1|1000|1
36215|LineageWeapons2.R97_PlainwarshipSword_m00_wp|icon.weapon_infinity_sword_i01|-1|500|8|0|27|1|10|1|0|0|1|1|1000|1
36216|LineageWeapons2.R97_altarvenus_m00_drop|icon.weapon_the_mace_of_hero_i01|-1|500|13|0|27|1|20|2|0|0|1|1|1000|1
36217|LineageWeapons2.R97_ReitermirrorCane_m00_drop|icon.weapon_the_staff_of_hero_i01|-1|500|13|0|7|4|20|2|0|0|1|1|1000|1
36218|LineageWeapons2.R97_kelesis_m00_wp|icon.weapon_r_dualsword_i01|-1|500|8|0|7|3|10|8|0|0|1|1|1000|1
36219|LineageWeapons2.R97_megerlos_m00_wp|icon.weapon_r_dualdagger_i01|-1|500|8|0|7|10|10|15|0|0|1|1|1000|1
36220|LineageWeapons2.R97_trebe_m00_wp|icon.weapon_r_dualblunt_i01|-1|500|51|0|7|13|20|18|0|0|1|1|1000|1
36417|LineageWeapons_Dragon.antaras_shaper_m00|icon.weapon_antaras_dagger_i00|-1|1520|8|0|27|12|5|3|0|0|1|1|1000|-1
36418|LineageWeapons_Dragon.antaras_slasher_m00|icon.weapon_antaras_twohand_sword_i00|-1|1740|8|0|7|2|10|1|0|0|1|1|1000|-1
36419|LineageWeapons_Dragon.antaras_thrower_m00|icon.weapon_antaras_bow_i00|-1|1520|8|0|7|5|5|6|0|0|1|1|1000|-1
36420|LineageWeapons_Dragon.antaras_buster_m00|icon.weapon_antaras_onehand_magic_sword_i00|-1|1520|8|0|27|1|10|1|0|0|1|1|1000|-1
36421|LineageWeapons_Dragon.antaras_cutter_m00|icon.weapon_antaras_onehand_sword_i00|-1|1520|8|0|27|1|10|1|0|0|1|1|1000|-1
36422|LineageWeapons_Dragon.antaras_stormer_m00|icon.weapon_antaras_spear_i00|-1|2010|6|0|7|4|10|4|0|0|1|1|1000|-1
36423|LineageWeapons_Dragon.antaras_fighter_m00|icon.weapon_antaras_fist_i00|-1|1550|8|0|7|7|5|5|0|0|1|1|1000|-1
36424|LineageWeapons_Dragon.antaras_avenger_m00|icon.weapon_antaras_onehand_blunt_i00|-1|1740|51|0|27|1|20|2|0|0|1|1|1000|-1
36425|LineageWeapons_Dragon.antaras_avenger_m00|icon.weapon_antaras_dual_blunt_i00|-1|1740|51|0|7|13|20|18|0|0|1|1|1000|-1
36426|LineageWeapons_Dragon.antaras_cutter_m00|icon.weapon_antaras_dual_sword_i00|-1|1520|8|0|7|3|10|8|0|0|1|1|1000|-1
36427|LineageWeapons_Dragon.valakas_shaper_m00|icon.weapon_valrakas_dagger_i00|-1|1520|8|0|27|12|5|3|0|0|1|1|1000|-1
36428|LineageWeapons_Dragon.valakas_cutter_m00|icon.weapon_valrakas_onehand_sword_i00|-1|1520|8|0|27|1|10|1|0|0|1|1|1000|-1
36429|LineageWeapons_Dragon.valakas_slasher_m00|icon.weapon_valrakas_twohand_sword_i00|-1|1740|8|0|7|2|10|1|0|0|1|1|1000|-1
36430|LineageWeapons_Dragon.valakas_thrower_m00|icon.weapon_valrakas_bow_i00|-1|1520|8|0|7|5|5|6|0|0|1|1|1000|-1
36431|LineageWeapons_Dragon.valakas_buster_m00|icon.weapon_valrakas_onehand_magic_sword_i00|-1|1520|8|0|27|1|10|1|0|0|1|1|1000|-1
36432|LineageWeapons_Dragon.valakas_caster_m00|icon.weapon_valrakas_onehand_magic_blunt_i00|-1|1080|13|0|27|1|20|2|0|0|1|1|1000|-1
36433|LineageWeapons_Dragon.valakas_retributer_m00|icon.weapon_valrakas_twohand_magic_blunt_i00|-1|1080|13|0|7|4|20|2|0|0|1|1|1000|-1
36434|LineageWeapons_Dragon.lind_shaper_m00|icon.weapon_lind_dagger_i00|-1|1520|8|0|27|12|5|3|0|0|1|1|1000|-1
36435|LineageWeapons_Dragon.lind_thrower_m00|icon.weapon_lind_bow_i00|-1|1520|8|0|7|5|5|6|0|0|1|1|1000|-1
36436|LineageWeapons_Dragon.lind_slasher_m00|icon.weapon_lind_twohand_sword_i00|-1|1740|8|0|7|2|10|1|0|0|1|1|1000|-1
36437|LineageWeapons_Dragon.lind_caster_m00|icon.weapon_lind_onehand_magic_blunt_i00|-1|1520|8|0|27|1|10|2|0|0|1|1|1000|-1
36438|LineageWeapons_Dragon.lind_cutter_m00|icon.weapon_lind_onehand_sword_i00|-1|1520|8|0|27|1|10|1|0|0|1|1|1000|-1
